x,y,t,type,id
632,276,1436206096264,m,761
632,276,1436206096274,m,761
632,276,1436206096285,m,761
631,276,1436206096294,m,761
629,276,1436206096305,m,761
627,276,1436206096315,m,761
625,276,1436206096325,m,761
624,277,1436206096335,m,761
623,277,1436206096345,m,761
621,278,1436206096356,m,761
620,278,1436206096365,m,761
618,278,1436206096375,m,761
617,278,1436206096385,m,761
616,278,1436206096396,m,761
616,278,1436206096416,m,761
615,278,1436206096426,m,761
615,278,1436206096446,m,761
615,278,1436206096467,m,761
615,278,1436206096487,m,761
613,278,1436206096497,m,761
612,278,1436206096508,m,761
612,278,1436206096517,m,761
611,278,1436206096527,m,761
608,278,1436206096537,m,761
607,278,1436206096547,m,761
607,278,1436206096558,m,761
604,278,1436206096568,m,761
602,278,1436206096577,m,761
599,278,1436206096589,m,761
597,278,1436206096598,m,761
592,279,1436206096608,m,761
590,279,1436206096618,m,761
585,281,1436206096630,m,761
580,281,1436206096639,m,761
572,281,1436206096649,m,761
563,283,1436206096660,m,761
557,285,1436206096669,m,761
548,287,1436206096680,m,761
541,289,1436206096690,m,761
528,290,1436206096699,m,761
520,290,1436206097005,m,761
514,290,1436206097014,m,761
505,290,1436206097024,m,761
495,290,1436206097034,m,761
490,290,1436206097044,m,761
485,290,1436206097055,m,761
485,290,1436206097065,m,761
482,293,1436206097074,m,761
482,293,1436206097095,m,761
482,295,1436206097107,m,761
482,297,1436206097116,m,761
481,308,1436206097125,m,761
480,316,1436206097136,m,761
478,324,1436206097149,m,761
478,331,1436206097156,m,761
476,338,1436206097166,m,761
472,342,1436206097175,m,761
471,355,1436206097196,m,761
470,361,1436206097207,m,761
470,368,1436206097216,m,761
470,372,1436206097227,m,761
470,376,1436206097237,m,761
469,382,1436206097247,m,761
468,385,1436206097257,m,761
467,389,1436206097267,m,761
466,394,1436206097277,m,761
466,394,1436206097283,m,761
459,405,1436206097297,m,761
457,412,1436206097308,m,761
448,425,1436206097318,m,761
439,438,1436206097327,m,761
433,449,1436206097338,m,761
425,460,1436206097348,m,761
420,454,1436206097582,m,761
417,450,1436206097592,m,761
417,450,1436206097603,m,761
417,448,1436206097612,m,761
414,447,1436206097622,m,761
414,447,1436206097632,m,761
413,445,1436206097642,m,761
413,445,1436206097653,m,761
411,445,1436206097663,m,761
410,445,1436206097673,m,761
407,444,1436206097684,m,761
406,444,1436206097693,m,761
404,444,1436206097703,m,761
404,444,1436206097709,m,761
400,444,1436206097724,m,761
398,444,1436206097734,m,761
396,444,1436206097744,m,761
395,444,1436206097754,m,761
391,444,1436206097764,m,761
389,449,1436206097775,m,761
386,449,1436206097785,m,761
386,451,1436206097794,m,761
385,451,1436206097804,m,761
384,451,1436206097816,m,761
384,453,1436206097825,m,761
384,453,1436206097846,m,761
384,453,1436206097855,m,761
383,453,1436206097876,m,761
383,453,1436206097886,m,761
382,454,1436206097896,m,761
380,456,1436206097906,m,761
379,456,1436206097917,m,761
379,457,1436206097926,m,761
376,458,1436206097937,m,761
375,458,1436206097947,m,761
373,460,1436206097956,m,761
373,461,1436206097968,m,761
372,462,1436206097977,m,761
370,463,1436206097987,m,761
369,465,1436206097997,m,761
367,467,1436206098008,m,761
367,469,1436206098018,m,761
366,470,1436206098028,m,761
362,470,1436206098038,m,761
362,471,1436206098048,m,761
362,472,1436206098058,m,761
362,473,1436206098069,m,761
362,473,1436206098154,m,761
363,473,1436206098159,m,761
364,473,1436206098170,m,761
367,473,1436206098179,m,761
369,473,1436206098192,m,761
370,473,1436206098200,m,761
375,473,1436206098209,m,761
377,473,1436206098220,m,761
380,472,1436206098230,m,761
382,471,1436206098241,m,761
383,471,1436206098250,m,761
387,470,1436206098261,m,761
389,470,1436206098271,m,761
391,469,1436206098281,m,761
394,469,1436206098291,m,761
396,469,1436206098301,m,761
400,468,1436206098311,m,761
406,467,1436206098332,m,761
408,466,1436206098343,m,761
411,466,1436206098353,m,761
413,466,1436206098362,m,761
416,466,1436206098373,m,761
419,466,1436206098383,m,761
422,467,1436206098393,m,761
424,467,1436206098403,m,761
427,467,1436206098412,m,761
431,467,1436206098424,m,761
435,467,1436206098433,m,761
438,467,1436206098444,m,761
441,467,1436206098454,m,761
443,467,1436206098463,m,761
446,467,1436206098474,m,761
449,467,1436206098484,m,761
449,467,1436206098494,m,761
451,467,1436206098504,m,761
452,467,1436206098514,m,761
453,467,1436206098524,m,761
455,467,1436206098534,m,761
455,467,1436206098545,m,761
456,467,1436206098555,m,761
456,467,1436206098565,m,761
456,467,1436206098596,m,761
456,468,1436206098636,m,761
456,468,1436206098646,m,761
457,471,1436206098656,m,761
457,473,1436206098666,m,761
457,474,1436206098677,m,761
458,476,1436206098686,m,761
461,481,1436206098697,m,761
461,484,1436206098707,m,761
461,487,1436206098716,m,761
461,488,1436206098727,m,761
461,490,1436206098748,m,761
461,490,1436206098757,m,761
460,493,1436206098768,m,761
459,496,1436206098778,m,761
458,498,1436206098788,m,761
455,500,1436206098798,m,761
455,501,1436206098808,m,761
453,501,1436206098818,m,761
453,503,1436206098829,m,761
452,504,1436206098838,m,761
451,506,1436206098849,m,761
450,507,1436206098859,m,761
448,510,1436206098869,m,761
445,514,1436206098879,m,761
440,521,1436206098889,m,761
439,524,1436206098900,m,761
436,527,1436206098909,m,761
435,530,1436206098919,m,761
432,535,1436206098930,m,761
430,538,1436206098940,m,761
426,543,1436206098950,m,761
420,543,1436206099174,m,761
416,544,1436206099183,m,761
414,545,1436206099194,m,761
411,545,1436206099203,m,761
409,545,1436206099213,m,761
406,545,1436206099224,m,761
403,547,1436206099234,m,761
398,547,1436206099243,m,761
390,553,1436206099254,m,761
380,557,1436206099264,m,761
374,561,1436206099275,m,761
370,561,1436206099284,m,761
365,565,1436206099295,m,761
362,566,1436206099305,m,761
360,567,1436206099315,m,761
357,567,1436206099325,m,761
356,567,1436206099335,m,761
354,567,1436206099345,m,761
353,569,1436206099356,m,761
349,569,1436206099365,m,761
349,570,1436206099376,m,761
346,571,1436206099386,m,761
345,573,1436206099397,m,761
345,575,1436206099406,m,761
344,575,1436206099416,m,761
344,576,1436206099427,m,761
344,576,1436206099436,m,761
344,576,1436206099447,m,761
344,577,1436206099457,m,761
344,579,1436206099467,m,761
345,581,1436206099477,m,761
347,581,1436206099487,m,761
348,582,1436206099498,m,761
352,582,1436206099508,m,761
353,582,1436206099517,m,761
356,582,1436206099528,m,761
359,582,1436206099538,m,761
362,583,1436206099548,m,761
365,583,1436206099558,m,761
368,583,1436206099568,m,761
371,583,1436206099579,m,761
376,583,1436206099588,m,761
378,582,1436206099599,m,761
382,582,1436206099609,m,761
384,582,1436206099619,m,761
388,582,1436206099629,m,761
391,581,1436206099639,m,761
393,581,1436206099649,m,761
396,581,1436206099660,m,761
400,579,1436206099669,m,761
406,579,1436206099680,m,761
415,579,1436206099690,m,761
424,578,1436206099700,m,761
433,576,1436206099710,m,761
441,576,1436206099720,m,761
449,574,1436206099731,m,761
457,574,1436206099741,m,761
462,575,1436206099751,m,761
470,575,1436206099761,m,761
475,575,1436206099771,m,761
479,575,1436206099782,m,761
483,575,1436206099791,m,761
486,575,1436206099801,m,761
489,576,1436206099812,m,761
491,576,1436206099822,m,761
492,578,1436206099832,m,761
492,578,1436206099842,m,761
493,578,1436206099852,m,761
494,578,1436206099863,m,761
494,580,1436206099872,m,761
495,580,1436206099883,m,761
497,582,1436206099893,m,761
498,582,1436206099902,m,761
498,582,1436206099913,m,761
499,582,1436206099923,m,761
501,583,1436206099934,m,761
502,583,1436206099943,m,761
504,584,1436206099953,m,761
505,584,1436206099964,m,761
505,584,1436206099974,m,761
506,584,1436206099984,m,761
506,584,1436206099994,m,761
506,584,1436206100025,m,761
506,584,1436206100035,m,761
506,584,1436206100045,m,761
506,585,1436206100055,m,761
506,585,1436206100065,m,761
506,586,1436206100075,m,761
505,586,1436206100085,m,761
502,588,1436206100096,m,761
502,588,1436206100105,m,761
501,588,1436206100116,m,761
501,590,1436206100127,m,761
500,592,1436206100137,m,761
498,592,1436206100146,m,761
496,593,1436206100167,m,761
494,593,1436206100188,m,761
493,593,1436206100197,m,761
493,593,1436206100207,m,761
488,595,1436206100218,m,761
486,595,1436206100228,m,761
486,597,1436206100237,m,761
483,597,1436206100248,m,761
482,598,1436206100257,m,761
480,598,1436206100269,m,761
480,599,1436206100278,m,761
478,600,1436206100288,m,761
478,600,1436206100298,m,761
477,600,1436206100308,m,761
476,601,1436206100319,m,761
474,601,1436206100329,m,761
474,602,1436206100338,m,761
470,602,1436206100349,m,761
469,602,1436206100359,m,761
467,603,1436206100370,m,761
466,603,1436206100379,m,761
463,603,1436206100389,m,761
463,604,1436206100400,m,761
462,604,1436206100410,m,761
460,604,1436206100420,m,761
459,604,1436206100430,m,761
459,604,1436206100440,m,761
458,604,1436206100451,m,761
458,605,1436206100460,m,761
454,605,1436206100472,m,761
454,606,1436206100481,m,761
451,606,1436206100491,m,761
450,607,1436206100501,m,761
448,608,1436206100511,m,761
447,608,1436206100522,m,761
444,609,1436206100531,m,761
441,610,1436206100541,m,761
441,610,1436206100552,m,761
438,610,1436206100562,m,761
435,610,1436206100572,m,761
434,610,1436206100582,m,761
432,610,1436206100592,m,761
432,610,1436206100624,m,761
432,608,1436206100633,m,761
432,608,1436206100725,m,761
424,605,1436206100734,m,761
423,604,1436206100744,m,761
422,604,1436206100755,m,761
418,602,1436206100764,m,761
415,602,1436206100775,m,761
414,601,1436206100785,m,761
408,601,1436206100795,m,761
404,599,1436206100805,m,761
399,599,1436206100815,m,761
395,598,1436206100826,m,761
391,598,1436206100836,m,761
386,598,1436206100845,m,761
382,598,1436206100856,m,761
378,597,1436206100866,m,761
374,597,1436206100877,m,761
370,594,1436206100886,m,761
367,594,1436206100896,m,761
366,592,1436206100907,m,761
365,590,1436206100916,m,761
365,590,1436206100927,m,761
365,590,1436206100937,m,761
365,588,1436206100947,m,761
365,588,1436206100957,m,761
365,586,1436206100967,m,761
365,586,1436206100994,m,761
365,584,1436206100998,m,761
365,584,1436206101008,m,761
365,583,1436206101018,m,761
365,582,1436206101039,m,761
365,580,1436206101048,m,761
362,577,1436206101059,m,761
361,576,1436206101069,m,761
359,574,1436206101079,m,761
359,572,1436206101089,m,761
355,570,1436206101099,m,761
355,568,1436206101109,m,761
354,568,1436206101119,m,761
352,567,1436206101130,m,761
352,567,1436206101140,m,761
350,566,1436206101149,m,761
349,566,1436206101160,m,761
348,566,1436206101170,m,761
347,566,1436206101181,m,761
345,565,1436206101190,m,761
344,565,1436206101211,m,761
342,565,1436206101221,m,761
341,565,1436206101231,m,761
339,565,1436206101241,m,761
338,565,1436206101251,m,761
334,565,1436206101262,m,761
331,565,1436206101272,m,761
329,565,1436206101282,m,761
327,566,1436206101292,m,761
324,566,1436206101301,m,761
321,567,1436206101312,m,761
318,567,1436206101322,m,761
315,567,1436206101333,m,761
313,567,1436206101342,m,761
311,569,1436206101352,m,761
308,569,1436206101363,m,761
306,569,1436206101373,m,761
305,570,1436206101383,m,761
305,570,1436206101393,m,761
305,571,1436206101403,m,761
305,572,1436206101414,m,761
304,573,1436206101423,m,761
304,573,1436206101434,m,761
304,575,1436206101444,m,761
303,576,1436206101454,m,761
296,590,1436206102274,c,761
311,157,1436206105136,c,761
303,577,1436206101465,m,761
303,577,1436206101475,m,761
302,579,1436206101485,m,761
302,581,1436206101495,m,761
301,582,1436206101505,m,761
301,584,1436206101515,m,761
300,585,1436206101525,m,761
300,587,1436206101536,m,761
300,587,1436206101545,m,761
300,588,1436206101555,m,761
300,590,1436206101566,m,761
300,590,1436206101576,m,761
300,590,1436206101728,m,761
300,590,1436206101738,m,761
300,590,1436206101748,m,761
300,590,1436206101769,m,761
300,594,1436206101779,m,761
300,594,1436206101789,m,761
300,594,1436206101799,m,761
300,594,1436206101809,m,761
300,595,1436206101819,m,761
300,595,1436206101830,m,761
300,596,1436206101840,m,761
301,598,1436206101849,m,761
301,598,1436206101859,m,761
301,598,1436206101870,m,761
301,599,1436206101880,m,761
301,600,1436206101890,m,761
302,600,1436206101900,m,761
302,600,1436206101910,m,761
302,600,1436206101920,m,761
302,600,1436206101930,m,761
302,600,1436206101941,m,761
302,600,1436206101971,m,761
302,600,1436206101992,m,761
302,600,1436206102002,m,761
301,600,1436206102011,m,761
300,598,1436206102022,m,761
300,598,1436206102032,m,761
300,598,1436206102042,m,761
299,596,1436206102052,m,761
299,596,1436206102062,m,761
299,594,1436206102073,m,761
298,593,1436206102082,m,761
297,592,1436206102094,m,761
297,592,1436206102103,m,761
296,591,1436206102113,m,761
296,591,1436206102133,m,761
296,591,1436206102134,m,761
296,591,1436206102153,m,761
296,590,1436206102163,m,761
296,590,1436206102170,m,761
296,590,1436206102204,m,761
296,590,1436206102277,m,761
296,592,1436206102296,m,761
296,592,1436206102306,m,761
297,592,1436206102315,m,761
297,592,1436206102336,m,761
297,592,1436206102347,m,761
297,593,1436206102357,m,761
297,592,1436206102414,m,761
297,591,1436206102417,m,761
297,591,1436206102427,m,761
297,591,1436206102437,m,761
297,590,1436206102448,m,761
297,589,1436206102458,m,761
297,588,1436206102468,m,761
295,587,1436206102479,m,761
294,586,1436206102488,m,761
294,586,1436206102499,m,761
293,585,1436206102509,m,761
290,582,1436206102555,m,761
289,582,1436206102559,m,761
289,582,1436206102569,m,761
289,582,1436206102580,m,761
289,582,1436206102590,m,761
289,582,1436206102600,m,761
289,583,1436206102611,m,761
288,583,1436206102620,m,761
288,583,1436206102631,m,761
287,583,1436206102640,m,761
285,583,1436206102650,m,761
281,580,1436206102672,m,761
277,577,1436206102681,m,761
276,576,1436206102691,m,761
271,576,1436206102701,m,761
271,574,1436206103057,m,761
271,574,1436206103066,m,761
271,573,1436206103077,m,761
271,572,1436206103087,m,761
271,570,1436206103096,m,761
271,567,1436206103107,m,761
271,564,1436206103116,m,761
271,563,1436206103127,m,761
271,561,1436206103137,m,761
271,557,1436206103147,m,761
271,557,1436206103158,m,761
271,556,1436206103168,m,761
271,556,1436206103179,m,761
271,554,1436206103188,m,761
271,551,1436206103198,m,761
271,549,1436206103218,m,761
271,542,1436206103250,m,761
270,542,1436206103259,m,761
270,542,1436206103269,m,761
269,538,1436206103280,m,761
268,534,1436206103289,m,761
264,533,1436206103299,m,761
264,528,1436206103310,m,761
263,526,1436206103319,m,761
261,521,1436206103331,m,761
260,517,1436206103340,m,761
256,511,1436206103350,m,761
256,508,1436206103360,m,761
255,505,1436206103371,m,761
253,498,1436206103381,m,761
252,493,1436206103391,m,761
247,487,1436206103402,m,761
247,482,1436206103412,m,761
246,478,1436206103421,m,761
245,476,1436206103432,m,761
245,474,1436206103441,m,761
245,470,1436206103451,m,761
245,466,1436206103462,m,761
245,463,1436206103471,m,761
245,460,1436206103482,m,761
245,456,1436206103492,m,761
245,452,1436206103501,m,761
245,447,1436206103512,m,761
245,442,1436206103522,m,761
245,438,1436206103533,m,761
245,431,1436206103542,m,761
246,425,1436206103552,m,761
248,420,1436206103563,m,761
252,413,1436206103573,m,761
252,406,1436206103583,m,761
254,397,1436206103593,m,761
256,388,1436206103604,m,761
256,378,1436206103613,m,761
258,368,1436206103623,m,761
259,359,1436206103634,m,761
262,348,1436206103644,m,761
263,335,1436206103654,m,761
271,324,1436206103664,m,761
271,311,1436206103674,m,761
271,296,1436206103685,m,761
273,286,1436206103694,m,761
275,279,1436206103720,m,761
275,278,1436206103725,m,761
275,277,1436206103736,m,761
275,277,1436206103755,m,761
275,276,1436206103766,m,761
276,276,1436206103776,m,761
278,275,1436206103787,m,761
278,273,1436206103797,m,761
279,273,1436206103806,m,761
283,273,1436206103817,m,761
285,270,1436206103826,m,761
288,269,1436206103837,m,761
291,266,1436206103847,m,761
292,264,1436206103856,m,761
295,262,1436206103867,m,761
295,262,1436206103877,m,761
296,262,1436206103888,m,761
296,261,1436206103898,m,761
296,261,1436206103907,m,761
298,259,1436206103918,m,761
298,259,1436206103927,m,761
298,259,1436206103948,m,761
303,255,1436206103958,m,761
308,251,1436206103969,m,761
314,247,1436206103978,m,761
318,246,1436206103989,m,761
326,240,1436206103999,m,761
336,240,1436206104008,m,761
336,235,1436206104233,m,761
336,228,1436206104242,m,761
336,211,1436206104253,m,761
336,203,1436206104262,m,761
336,190,1436206104272,m,761
336,182,1436206104284,m,761
336,178,1436206104293,m,761
335,174,1436206104302,m,761
335,171,1436206104313,m,761
335,171,1436206104323,m,761
335,169,1436206104334,m,761
334,169,1436206104343,m,761
334,168,1436206104353,m,761
334,168,1436206104364,m,761
333,168,1436206104374,m,761
333,167,1436206104385,m,761
332,167,1436206104394,m,761
332,167,1436206104405,m,761
331,166,1436206104415,m,761
331,166,1436206104424,m,761
330,165,1436206104436,m,761
329,165,1436206104445,m,761
329,164,1436206104455,m,761
328,164,1436206104466,m,761
328,163,1436206104475,m,761
327,163,1436206104486,m,761
325,161,1436206104496,m,761
325,161,1436206104506,m,761
324,161,1436206104517,m,761
323,161,1436206104526,m,761
321,161,1436206104536,m,761
321,161,1436206104546,m,761
321,161,1436206104556,m,761
320,161,1436206104567,m,761
320,160,1436206104577,m,761
319,159,1436206104586,m,761
318,158,1436206104598,m,761
318,158,1436206104607,m,761
318,158,1436206104618,m,761
317,157,1436206104628,m,761
317,157,1436206104637,m,761
317,156,1436206104648,m,761
317,156,1436206104657,m,761
316,156,1436206104668,m,761
314,155,1436206104690,m,761
314,155,1436206104698,m,761
314,155,1436206104708,m,761
313,155,1436206104719,m,761
313,155,1436206104759,m,761
313,155,1436206104800,m,761
313,155,1436206104810,m,761
312,155,1436206104820,m,761
312,155,1436206104830,m,761
312,155,1436206104841,m,761
312,155,1436206104850,m,761
312,156,1436206104860,m,761
312,156,1436206104871,m,761
312,156,1436206104881,m,761
312,156,1436206104891,m,761
312,156,1436206104901,m,761
312,156,1436206104911,m,761
312,156,1436206104922,m,761
312,157,1436206104931,m,761
312,157,1436206104942,m,761
312,157,1436206104952,m,761
311,157,1436206104972,m,761
311,157,1436206105014,m,761
311,157,1436206105105,m,761
311,157,1436206105145,m,761
311,157,1436206105154,m,761
311,157,1436206105164,m,761
311,157,1436206105216,m,761
311,156,1436206105226,m,761
311,157,1436206105460,m,761
312,157,1436206105479,m,761
312,157,1436206105489,m,761
312,157,1436206105499,m,761
312,157,1436206105505,m,761
312,157,1436206105530,m,761
312,157,1436206105561,m,761
312,157,1436206105570,m,761
312,157,1436206105590,m,761
312,157,1436206105621,m,761
312,157,1436206105632,m,761
312,157,1436206105641,m,761
313,157,1436206105672,m,761
313,157,1436206105692,m,761
313,158,1436206105723,m,761
543,0,1436206170711,m,229
534,7,1436206170720,m,229
516,18,1436206170730,m,229
499,33,1436206170740,m,229
480,47,1436206170750,m,229
462,65,1436206170761,m,229
445,73,1436206170770,m,229
426,84,1436206170781,m,229
411,96,1436206170791,m,229
397,102,1436206170801,m,229
385,117,1436206170812,m,229
370,128,1436206170821,m,229
361,137,1436206170832,m,229
351,147,1436206170841,m,229
348,154,1436206170851,m,229
342,159,1436206170862,m,229
341,161,1436206170872,m,229
337,164,1436206170883,m,229
337,164,1436206170893,m,229
337,165,1436206170903,m,229
335,165,1436206170913,m,229
335,166,1436206170923,m,229
334,167,1436206170933,m,229
334,167,1436206170939,m,229
332,168,1436206170953,m,229
331,170,1436206170964,m,229
331,171,1436206170973,m,229
330,171,1436206170983,m,229
329,173,1436206170994,m,229
327,174,1436206171003,m,229
326,174,1436206171014,m,229
326,175,1436206171026,m,229
326,175,1436206171034,m,229
325,175,1436206171045,m,229
324,175,1436206171055,m,229
324,178,1436206171065,m,229
319,182,1436206171075,m,229
318,182,1436206171084,m,229
317,183,1436206171095,m,229
316,185,1436206171105,m,229
315,185,1436206171115,m,229
315,187,1436206171125,m,229
311,191,1436206171149,m,229
310,191,1436206171156,m,229
308,193,1436206171167,m,229
307,195,1436206171176,m,229
306,197,1436206171192,m,229
305,198,1436206171196,m,229
303,198,1436206171206,m,229
303,199,1436206171217,m,229
302,201,1436206171227,m,229
302,202,1436206171236,m,229
301,203,1436206171247,m,229
301,204,1436206171257,m,229
300,204,1436206171268,m,229
299,205,1436206171277,m,229
299,208,1436206171287,m,229
299,208,1436206171298,m,229
298,209,1436206171308,m,229
298,210,1436206171319,m,229
297,211,1436206171329,m,229
297,212,1436206171338,m,229
297,216,1436206171359,m,229
296,218,1436206171370,m,229
296,218,1436206171379,m,229
296,220,1436206171388,m,229
295,221,1436206171410,m,229
295,221,1436206171420,m,229
295,221,1436206171430,m,229
294,224,1436206171439,m,229
292,225,1436206171450,m,229
292,226,1436206171460,m,229
292,227,1436206171469,m,229
291,232,1436206171765,m,229
290,235,1436206171774,m,229
290,238,1436206171784,m,229
290,244,1436206171795,m,229
289,246,1436206171805,m,229
288,250,1436206171816,m,229
287,253,1436206171825,m,229
287,256,1436206171835,m,229
286,260,1436206171856,m,229
286,261,1436206171866,m,229
286,261,1436206171886,m,229
286,262,1436206171896,m,229
286,262,1436206171917,m,229
286,263,1436206171926,m,229
286,264,1436206171936,m,229
286,265,1436206171947,m,229
286,265,1436206171956,m,229
287,265,1436206172038,m,229
287,265,1436206172048,m,229
287,264,1436206172058,m,229
289,264,1436206172068,m,229
290,264,1436206172078,m,229
290,264,1436206172088,m,229
291,264,1436206172099,m,229
294,264,1436206172109,m,229
296,262,1436206172119,m,229
298,262,1436206172129,m,229
300,262,1436206172139,m,229
304,262,1436206172149,m,229
307,262,1436206172160,m,229
309,261,1436206172170,m,229
312,261,1436206172180,m,229
316,258,1436206172189,m,229
322,257,1436206172210,m,229
326,255,1436206172221,m,229
330,256,1436206172231,m,229
333,256,1436206172240,m,229
336,256,1436206172251,m,229
341,255,1436206172260,m,229
343,255,1436206172272,m,229
346,255,1436206172281,m,229
349,255,1436206172291,m,229
353,253,1436206172312,m,229
354,253,1436206172323,m,229
357,253,1436206172332,m,229
358,253,1436206172342,m,229
360,253,1436206172353,m,229
363,253,1436206172363,m,229
366,250,1436206172373,m,229
369,250,1436206172383,m,229
371,251,1436206172393,m,229
374,251,1436206172403,m,229
377,250,1436206172413,m,229
378,249,1436206172422,m,229
381,249,1436206172433,m,229
381,249,1436206172443,m,229
382,249,1436206172454,m,229
385,249,1436206172463,m,229
385,249,1436206172473,m,229
388,249,1436206172484,m,229
388,249,1436206172505,m,229
389,249,1436206172514,m,229
390,249,1436206172524,m,229
390,249,1436206172535,m,229
391,249,1436206172544,m,229
391,249,1436206172556,m,229
392,249,1436206172565,m,229
392,249,1436206172575,m,229
393,250,1436206172585,m,229
395,250,1436206172595,m,229
395,250,1436206172606,m,229
396,251,1436206172615,m,229
398,251,1436206172626,m,229
405,262,1436206172636,m,229
406,262,1436206172645,m,229
409,262,1436206172656,m,229
411,262,1436206172666,m,229
412,262,1436206172676,m,229
417,262,1436206172686,m,229
420,262,1436206172696,m,229
423,262,1436206172708,m,229
426,262,1436206172717,m,229
431,264,1436206172727,m,229
439,264,1436206172748,m,229
444,264,1436206172758,m,229
451,264,1436206172767,m,229
456,264,1436206172778,m,229
462,265,1436206172788,m,229
469,267,1436206172798,m,229
475,267,1436206172809,m,229
482,270,1436206172818,m,229
488,271,1436206172829,m,229
494,272,1436206172839,m,229
501,272,1436206172848,m,229
502,273,1436206172859,m,229
508,273,1436206173143,m,229
512,271,1436206173154,m,229
521,270,1436206173163,m,229
527,268,1436206173173,m,229
534,264,1436206173183,m,229
544,260,1436206173193,m,229
553,256,1436206173204,m,229
563,254,1436206173213,m,229
571,252,1436206173225,m,229
576,251,1436206173234,m,229
582,247,1436206173244,m,229
586,247,1436206173254,m,229
593,247,1436206173264,m,229
597,246,1436206173275,m,229
600,246,1436206173284,m,229
603,246,1436206173294,m,229
606,246,1436206173305,m,229
609,246,1436206173315,m,229
612,245,1436206173326,m,229
612,245,1436206173335,m,229
613,245,1436206173346,m,229
613,245,1436206173356,m,229
613,245,1436206173365,m,229
613,245,1436206173407,m,229
613,245,1436206173447,m,229
613,247,1436206173457,m,229
613,247,1436206173467,m,229
613,249,1436206173477,m,229
613,251,1436206173487,m,229
613,251,1436206173497,m,229
613,254,1436206173508,m,229
613,255,1436206173517,m,229
613,255,1436206173529,m,229
613,257,1436206173538,m,229
613,258,1436206173548,m,229
612,258,1436206173559,m,229
609,258,1436206173568,m,229
609,260,1436206173579,m,229
608,260,1436206173589,m,229
606,260,1436206173598,m,229
604,261,1436206173610,m,229
603,261,1436206173619,m,229
600,261,1436206173630,m,229
598,261,1436206173639,m,229
596,261,1436206173649,m,229
588,260,1436206173670,m,229
588,258,1436206173680,m,229
585,258,1436206173690,m,229
582,256,1436206173700,m,229
581,256,1436206173725,m,229
582,256,1436206173781,m,229
583,256,1436206173791,m,229
583,257,1436206173801,m,229
587,259,1436206173812,m,229
589,262,1436206173821,m,229
593,264,1436206173832,m,229
597,264,1436206173842,m,229
599,264,1436206173852,m,229
602,264,1436206173862,m,229
608,264,1436206173872,m,229
612,263,1436206173883,m,229
620,263,1436206173893,m,229
624,261,1436206173902,m,229
632,259,1436206173923,m,229
636,255,1436206173934,m,229
637,254,1436206173943,m,229
640,252,1436206173953,m,229
640,252,1436206173964,m,229
640,252,1436206173974,m,229
640,252,1436206174025,m,229
637,252,1436206174035,m,229
633,252,1436206174045,m,229
631,252,1436206174056,m,229
628,252,1436206174065,m,229
625,252,1436206174075,m,229
621,253,1436206174086,m,229
617,253,1436206174095,m,229
614,254,1436206174105,m,229
609,256,1436206174116,m,229
606,256,1436206174127,m,229
603,256,1436206174137,m,229
602,256,1436206174146,m,229
602,256,1436206174156,m,229
601,256,1436206174167,m,229
601,256,1436206174207,m,229
601,256,1436206174218,m,229
600,258,1436206174227,m,229
600,258,1436206174237,m,229
600,258,1436206174248,m,229
600,261,1436206174257,m,229
600,261,1436206174268,m,229
600,263,1436206174278,m,229
600,263,1436206174288,m,229
600,264,1436206174298,m,229
600,264,1436206174308,m,229
600,267,1436206174319,m,229
600,268,1436206174329,m,229
601,269,1436206174338,m,229
601,270,1436206174349,m,229
602,271,1436206174359,m,229
604,273,1436206174370,m,229
604,273,1436206174379,m,229
606,275,1436206174389,m,229
606,275,1436206174400,m,229
607,275,1436206174410,m,229
609,277,1436206174420,m,229
609,277,1436206174430,m,229
612,278,1436206174440,m,229
612,278,1436206174450,m,229
613,279,1436206174460,m,229
613,279,1436206174471,m,229
615,279,1436206174481,m,229
616,279,1436206174490,m,229
619,280,1436206174501,m,229
620,281,1436206174511,m,229
622,281,1436206174522,m,229
623,281,1436206174531,m,229
625,281,1436206174541,m,229
626,281,1436206174552,m,229
627,281,1436206174562,m,229
629,281,1436206174572,m,229
629,282,1436206174592,m,229
629,282,1436206174603,m,229
629,282,1436206174612,m,229
629,283,1436206174623,m,229
627,283,1436206174633,m,229
624,283,1436206174643,m,229
620,283,1436206174653,m,229
614,283,1436206174663,m,229
606,283,1436206174674,m,229
599,283,1436206174684,m,229
590,283,1436206174693,m,229
580,281,1436206174704,m,229
569,279,1436206174714,m,229
560,278,1436206174723,m,229
548,275,1436206174734,m,229
536,275,1436206174744,m,229
519,275,1436206174755,m,229
503,276,1436206174764,m,229
486,280,1436206174775,m,229
470,286,1436206174785,m,229
457,287,1436206174795,m,229
447,291,1436206174805,m,229
442,295,1436206174815,m,229
441,306,1436206174825,m,229
431,312,1436206175076,m,229
427,312,1436206175079,m,229
425,312,1436206175088,m,229
424,313,1436206175099,m,229
421,313,1436206175109,m,229
420,313,1436206175120,m,229
417,312,1436206175129,m,229
415,313,1436206175139,m,229
413,313,1436206175150,m,229
410,313,1436206175160,m,229
407,313,1436206175172,m,229
400,314,1436206175216,m,229
400,315,1436206175222,m,229
399,316,1436206175231,m,229
396,316,1436206175241,m,229
396,316,1436206175251,m,229
395,317,1436206175261,m,229
390,320,1436206175272,m,229
389,322,1436206175282,m,229
